Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2021-01-28,356.64825439453125,360.7093277214667,355.00494090850157,355.44879925852365,94198100
2021-01-29,349.5082702636719,355.7415684810777,347.8082641196695,354.759344630452,126765100
2021-02-01,355.3260192871094,356.37433192810187,349.8010496651537,352.9554700157922,75817600
2021-02-02,360.3504333496094,361.9276580426692,355.4110393288535,358.5560062866703,64450700
2021-02-03,360.6338195800781,362.3810364366792,359.33994354493296,361.1910347940909,52427100
2021-02-04,364.7326354980469,364.7798458850506,360.74710465234466,361.68208936199085,47142600
2021-02-05,366.16815185546875,366.88593416029556,364.68540568329496,366.63094620451324,48669800
2021-02-08,368.8126220703125,368.859832458101,366.77263181556293,367.64149894027054,38365200
2021-02-09,368.56707763671875,369.17153203420577,367.5470968684245,367.9626232392318,35551100
2021-02-10,368.40643310546875,370.4842086332597,365.96979527921025,370.3330950656053,59154400
2021-02-11,369.00146484375,369.92702471533477,366.5364948173614,369.5020159691451,42913300
2021-02-12,370.8242492675781,371.0697836142709,368.1136872726587,368.18925847315506,50593300
2021-02-16,370.5031433105469,372.2692671884747,369.7759361763204,372.0709143884372,50972400
2021-02-17,370.5881652832031,370.8431532530497,367.69815751509094,368.7276206446242,52290600
2021-02-18,369.01092529296875,369.76646438690864,366.1964888474002,367.9437054268512,59712800
2021-02-19,368.3593444824219,370.5787807066353,367.90600362961163,370.28600707939603,83241000
2021-02-22,365.52593994140625,367.97203158504686,365.2520447748612,365.5542719364303,67414200
2021-02-23,365.9698791503906,367.33932635600047,359.0754903751852,363.2876775592541,107284100
2021-02-24,370.00262451171875,370.4370869309673,363.8637748632781,364.8648772694198,72433900
2021-02-25,361.0870666503906,370.10646931124126,359.62319887866613,368.7181439185223,146670500
2021-02-26,359.2265319824219,364.15650097935514,357.21490264731347,362.9948603357244,152701600
2021-03-01,367.93426513671875,369.1998378389215,359.42489553923235,364.16596549251943,105348800
2021-03-02,365.0631408691406,368.39700647980635,364.5531361836038,368.16089693564595,79595300
2021-03-03,360.2276916503906,365.3370778103655,360.1237884434527,364.35488266860966,119940200
2021-03-04,355.7698669433594,362.66425399308764,351.2176680879453,360.03871705716216,183433000
2021-03-05,362.3149108886719,363.38213090068587,351.93554201305096,359.32102845516323,152039600
2021-03-08,360.5109558105469,366.1397994897404,360.22763587544046,363.2876064624573,123149200
2021-03-09,365.6581726074219,368.24592420831067,363.9015024621558,364.4115071910354,113633600
2021-03-10,367.93426513671875,369.65314978290337,366.602632479302,368.03816833852795,109899400
2021-03-11,371.6648254394531,373.6670301445737,369.9742727104435,370.4370671042668,86245000
2021-03-12,372.1654052734375,372.307065273487,369.46432519924883,370.2859820215094,64653600
2021-03-15,374.3847961425781,374.6492377180652,370.24815170876866,372.42034830584294,73427200
2021-03-16,373.9125671386719,375.7258725165567,373.12866721706916,375.00811901454654,73722500
2021-03-17,375.18756103515625,375.999764122925,371.4475646875674,372.6092341500416,97959300
2021-03-18,369.7287292480469,374.67757689354085,369.03927888854525,372.56204424911056,115349100
2021-03-19,369.04461669921875,371.02495426639285,366.83685188570126,369.4236235546316,113624500
2021-03-22,371.99139404296875,373.3937510952082,369.50886610002664,369.56571567762325,73778600
2021-03-23,369.06353759765625,372.81575442761164,368.26761456805167,371.34709209614505,90686600
2021-03-24,367.1874694824219,372.1430706226958,367.14010446455035,370.4848901679798,97588600
2021-03-25,369.2530822753906,370.0584610157934,363.7573815534585,365.7282635076583,116128600
2021-03-26,375.20355224609375,375.6109838712181,369.81209543243585,370.41850058577035,114409100
2021-03-29,375.0140686035156,375.93317544430647,372.19989849646487,373.706470323177,108107600
2021-03-30,374.0191345214844,374.70135838571224,372.3988347712134,373.72540205792205,76262200
2021-03-31,375.5351867675781,377.1175772647308,374.5687149442802,374.59713973566045,112734200
2021-04-01,379.59063720703125,379.6475157086103,377.2881422569896,377.4966003748764,99682900
2021-04-05,385.0389099121094,385.5884944087488,382.2152843766025,382.2910741780174,91684800
2021-04-06,384.8115234375,385.8727541881877,384.1292995382909,384.47042594608007,62021000
2021-04-07,385.2568664550781,385.60744851743874,384.1766954768959,384.6409767036579,55836300
2021-04-08,387.0856628417969,387.1425124338896,385.5790908185908,386.52662257530216,57863100
2021-04-09,389.8998107910156,390.07038847381375,386.8393019001262,386.96248564800214,61104600
2021-04-12,390.0419006347656,390.31666396413743,388.6774528911601,389.29334261461736,56704900
2021-04-13,391.1978454589844,391.83270429408094,389.54914988431506,389.93764127349846,56551000
